"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","Class"
"2242",6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,"3"
"2243",6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,"3"
"2244",7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,"3"
"2245",7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,"5"
"2246",6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,"2"
"2247",6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,"4"
"2248",7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,"4"
"2249",6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,"3"
"2250",9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,"4"
"2251",7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,"5"
"2252",7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,"3"
"2253",6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,"3"
"2254",6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,"4"
"2255",7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,"4"
"2256",7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,"3"
"2257",7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,"4"
"2258",7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,"3"
"2259",7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,"4"
"2260",7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,"3"
"2261",6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,"4"
"2262",8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,"4"
"2263",6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,"3"
"2264",6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,"4"
"2265",6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,"3"
"2266",9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,"3"
"2267",6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,"4"
"2268",6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,"4"
"2269",8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,"4"
"2270",7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,"5"
"2271",6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,"4"
"2272",6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,"4"
"2273",6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,"3"
"2274",7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,"5"
"2275",7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,"2"
"2276",6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"4"
"2277",7.4,0.14,0.3,1.3,0.033,25,91,0.99268,3.53,0.39,10.6,"4"
"2278",6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"4"
"2279",7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,"3"
"2280",6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,"4"
"2281",6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,"4"
"2282",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"3"
"2283",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"3"
"2284",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"3"
"2285",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"3"
"2286",6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,"3"
"2287",6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,"3"
"2288",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"3"
"2289",7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,"5"
"2290",7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,"5"
"2291",8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,"4"
"2292",6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,"4"
"2293",7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,"5"
"2294",7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,"5"
"2295",7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10,"4"
"2296",6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,"5"
"2297",6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,"4"
"2298",6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,"6"
"2299",7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,"5"
"2300",7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,"5"
"2301",6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,"3"
"2302",6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,"3"
"2303",6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,"3"
"2304",7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,"4"
"2305",7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,"5"
"2306",5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,"3"
"2307",6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,"3"
"2308",9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,"3"
"2309",8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,"4"
"2310",6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,"3"
"2311",7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,"5"
"2312",9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,"3"
"2313",6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,"5"
"2314",7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,"4"
"2315",7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,"4"
"2316",7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,"5"
"2317",7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,"3"
"2318",7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,"2"
"2319",6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,"5"
"2320",8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,"4"
"2321",4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,"3"
"2322",6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,"4"
"2323",7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,"4"
"2324",6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,"3"
"2325",7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,"4"
"2326",6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,"3"
"2327",7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,"4"
"2328",6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,"3"
"2329",7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,"3"
"2330",7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,"4"
"2331",7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,"3"
"2332",6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,"4"
"2333",6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,"6"
"2334",7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9,"3"
"2335",8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,"3"
"2336",6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,"3"
"2337",6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,"2"
"2338",7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,"3"
"2339",7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,"4"
"2340",7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,"4"
"2341",7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,"3"
"2342",7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,"6"
"2343",6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,"3"
"2344",7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,"4"
"2345",8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,"4"
"2346",7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,"2"
"2347",7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,"4"
"2348",8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,"4"
"2349",7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,"3"
"2350",7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,"3"
"2351",7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,"4"
"2352",6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,"4"
"2353",7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,"5"
"2354",6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,"4"
"2355",7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,"5"
"2356",7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,"4"
"2357",8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,"3"
"2358",7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,"3"
"2359",6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,"3"
"2360",8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,"4"
"2361",8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,"3"
"2362",6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,"4"
"2363",6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,"3"
"2364",6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,"3"
"2365",7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,"3"
"2366",7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,"3"
"2367",7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,"4"
"2368",7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,"4"
"2369",6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,"4"
"2370",6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,"5"
"2371",6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,"3"
"2372",6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,"2"
"2373",7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,"1"
"2374",7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,"4"
"2375",7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,"4"
"2376",7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,"4"
"2377",7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,"4"
"2378",9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,"3"
"2379",6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6,"2"
"2380",6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,"2"
"2381",7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,"4"
"2382",6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,"6"
"2383",6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11,"4"
"2384",6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,"6"
"2385",7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,"3"
"2386",6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,"2"
"2387",6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,"2"
"2388",7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,"2"
"2389",6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,"6"
"2390",7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,"6"
"2391",6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,"4"
"2392",6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,"5"
"2393",6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,"4"
"2394",6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7,"3"
"2395",7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,"3"
"2396",8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,"3"
"2397",6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,"4"
"2398",8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,"4"
"2399",6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,"4"
"2400",9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,"2"
"2401",9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,"2"
"2402",8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,"4"
"2403",8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,"4"
"2404",9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,"3"
"2405",6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5,"3"
"2406",7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,"4"
"2407",7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,"4"
"2408",7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,"3"
"2409",7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,"2"
"2410",7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,"4"
"2411",8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,"4"
"2412",6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,"2"
"2413",7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,"2"
"2414",6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,"2"
"2415",8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,"3"
"2416",7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,"4"
"2417",7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,"3"
"2418",6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,"3"
"2419",6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,"3"
"2420",8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,"5"
"2421",6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,"3"
"2422",6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,"3"
"2423",7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,"4"
"2424",6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,"3"
"2425",7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,"4"
"2426",7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,"4"
"2427",8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,"4"
"2428",7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,"4"
"2429",8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,"4"
"2430",6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,"3"
"2431",6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,"3"
"2432",6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,"3"
"2433",7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,"4"
"2434",8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,"4"
"2435",6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,"2"
"2436",6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,"3"
"2437",8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,"4"
"2438",6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,"3"
"2439",7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,"4"
"2440",6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,"3"
"2441",7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,"4"
"2442",7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,"3"
"2443",6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,"3"
"2444",7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,"3"
"2445",6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,"3"
"2446",6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,"3"
"2447",6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,"4"
"2448",6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,"4"
"2449",6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,"4"
"2450",6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,"3"
"2451",6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,"3"
"2452",7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,"5"
"2453",6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,"4"
"2454",7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,"3"
"2455",7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,"4"
"2456",8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,"4"
"2457",8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,"4"
"2458",7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,"4"
"2459",6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,"3"
"2460",6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,"3"
"2461",8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,"3"
"2462",8.3,0.25,0.33,2.5,0.053,12,72,0.99404,2.89,0.48,9.5,"3"
"2463",7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,"5"
"2464",6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,"3"
"2465",7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,"3"
"2466",7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,"3"
"2467",7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,"4"
"2468",5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,"4"
"2469",6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,"3"
"2470",7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,"3"
"2471",5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,"5"
"2472",8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,"4"
"2473",6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,"4"
"2474",6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,"5"
"2475",7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,"3"
"2476",6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,"4"
"2477",6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,"5"
"2478",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,"4"
"2479",6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,"4"
"2480",6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,"3"
"2481",6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,"4"
"2482",6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,"4"
"2483",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,"4"
"2484",6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,"3"
"2485",8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,"4"
"2486",6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,"3"
"2487",7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,"4"
"2488",7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,"4"
"2489",6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,"4"
"2490",7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,"4"
"2491",6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,"3"
"2492",6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,"4"
"2493",7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,"2"
"2494",7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,"2"
"2495",6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,"3"
"2496",8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,"3"
"2497",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,"3"
"2498",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,"3"
"2499",6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,"4"
"2500",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,"3"
"2501",6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,"3"
"2502",8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,"2"
"2503",8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,"2"
"2504",8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,"4"
"2505",7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,"4"
"2506",6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,"4"
"2507",7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,"5"
"2508",6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,"4"
"2509",8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,"3"
"2510",6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,"4"
"2511",6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,"4"
"2512",5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,"4"
"2513",6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,"3"
"2514",6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,"5"
"2515",7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,"5"
"2516",7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,"4"
"2517",7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,"4"
"2518",7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,"5"
"2519",6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,"3"
"2520",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,"3"
"2521",6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"5"
"2522",7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,"6"
"2523",8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,"3"
"2524",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,"3"
"2525",7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,"6"
"2526",6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"5"
"2527",7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,"4"
"2528",6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,"4"
"2529",6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,"3"
"2530",5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,"4"
